,_id,name,latitud,longitud,geometry
0,602161afa8847ab9f63b68d9,Starbucks,37.788791650635936,-122.40071024847565,"{'type': 'Point', 'coordinates': [-122.40071024847565, 37.788791650635936]}"
1,60216787a8847ab9f63b68fd,San Francisco International Airport (SFO) (San Francisco International Airport),37.6167130000997,-122.38709449768066,"{'type': 'Point', 'coordinates': [-122.38709449768066, 37.6167130000997]}"
2,602168baa8847ab9f63b68fe,VCA All Pets Hospital,37.76892,-122.41752,"{'type': 'Point', 'coordinates': [-122.41752, 37.76892]}"
3,60216908a8847ab9f63b6911,Universal Education,37.7900465,-122.4008744,"{'type': 'Point', 'coordinates': [-122.4008744, 37.7900465]}"
4,6021695fa8847ab9f63b692a,Sunrise Deli,37.78861080016589,-122.40053225084378,"{'type': 'Point', 'coordinates': [-122.40053225084378, 37.78861080016589]}"
5,60216999a8847ab9f63b694b,111 Minna Gallery,37.78748829404249,-122.39927412205256,"{'type': 'Point', 'coordinates': [-122.39927412205256, 37.78748829404249]}"
6,60216787a8847ab9f63b68fd,San Francisco International Airport (SFO) (San Francisco International Airport),37.6167130000997,-122.38709449768066,"{'type': 'Point', 'coordinates': [-122.38709449768066, 37.6167130000997]}"
